violation_id,timestamp,location,violation_type,vehicle_type,severity
V00356,2025-09-27 11:36:39.646293,"48.8566,2.3522",Illegal Turn,,1
V00357,2025-07-31 09:29:39.646293,INT005,Illegal Turn,Motorcycle,3
V00358,2025-10-15 13:11:39.646293,INT004,Illegal Turn,Motorcycle,4
V00359,2025-10-25 14:45:39.646293,"48.8566,2.3522",Illegal Turn,Truck,2
V00360,2025-08-30 13:09:39.646293,INT002,Illegal Parking,Motorcycle,1
V00361,2025-08-30 07:54:39.646293,INT001,Red Light,Motorcycle,4
V00362,2025-10-02 08:27:39.646293,INT002,Red Light,,1
V00363,malformed,"51.5074,-0.1278",Illegal Parking,Car,5
V00364,2025-08-16 15:11:39.646293,INT004,Speeding,Bus,2
V00365,2025-09-17 20:47:39.646293,INT004,Illegal Parking,,4
V00366,2025-10-03 12:05:39.646293,"40.7128,-74.0060",Red Light,Truck,4
V00367,2025-08-02 20:26:39.646293,"51.5074,-0.1278",Illegal Parking,Motorcycle,4
V00368,2025-09-02 17:44:39.646293,INT003,Red Light,Truck,2
V00369,2025-09-29 20:58:39.646293,INT001,Speeding,Car,2
V00370,2025-10-06 16:38:39.646293,"51.5074,-0.1278",Speeding,Truck,1
V00371,2025-09-30 07:23:39.646293,INT005,Illegal Parking,Motorcycle,2
V00372,2025-07-30 23:49:39.646293,INT005,Unknown,,5
V00373,2025-07-31 20:53:39.646293,INT001,Unknown,Truck,2
V00374,2025-10-21 18:05:39.646293,"51.5074,-0.1278",Illegal Parking,Motorcycle,2
V00375,2025-09-10 09:08:39.646293,"48.8566,2.3522",Unknown,Car,5
V00376,2025-09-12 13:11:39.646293,INT001,Unknown,Motorcycle,5
V00377,2025-09-14 18:33:39.646293,INT003,Speeding,,1
V00378,2025-10-21 09:11:39.646293,INT005,Unknown,Car,5
V00379,2025-08-26 20:46:39.646293,INT002,Illegal Parking,Car,5
V00380,2025-08-25 23:42:39.646293,"40.7128,-74.0060",Illegal Parking,,4
V00381,2025-09-19 19:42:39.646293,INT002,Illegal Turn,,3
V00382,2025-08-05 19:09:39.646293,INT002,Speeding,Truck,3
V00383,malformed,INT002,Red Light,Truck,1
V00384,2025-08-07 18:25:39.646293,INT005,Illegal Turn,,3
V00385,2025-10-15 08:13:39.646293,INT001,Red Light,Motorcycle,5
V00386,2025-10-01 12:47:39.646293,"34.0522,-118.2437",Speeding,,1
V00387,2025-08-11 05:48:39.646293,"34.0522,-118.2437",Illegal Parking,Bus,1
V00388,2025-08-11 15:54:39.646293,INT005,Illegal Turn,Truck,1
V00389,2025-08-15 06:45:39.646293,"34.0522,-118.2437",Illegal Turn,Car,2
V00390,2025-08-25 23:40:39.646293,INT004,Illegal Turn,,1
V00391,2025-08-30 00:30:39.646293,"34.0522,-118.2437",Speeding,Bus,1
V00392,malformed,"40.7128,-74.0060",Illegal Turn,Motorcycle,1
V00393,2025-09-20 23:34:39.646293,INT005,Unknown,,3
V00394,2025-09-20 21:30:39.646293,INT004,Illegal Turn,,5
V00395,2025-10-20 17:09:39.646293,INT005,Red Light,Motorcycle,3
V00396,2025-09-28 00:10:39.646293,INT005,Illegal Parking,Car,3
V00397,2025-09-19 03:53:39.646293,INT004,Red Light,Motorcycle,2
V00398,2025-07-29 13:04:39.646293,INT005,Speeding,Bus,3
V00399,2025-10-08 03:40:39.646293,"34.0522,-118.2437",Speeding,Car,3
V00400,2025-07-28 22:42:39.646293,"34.0522,-118.2437",Red Light,,2
V00401,2025-10-23 07:27:39.646293,INT001,Unknown,,3
V00402,2025-08-21 12:12:39.646293,INT004,Illegal Turn,Car,2
V00403,2025-10-16 02:45:39.646293,"34.0522,-118.2437",Illegal Turn,Bus,5
V00404,2025-10-10 16:42:39.646293,INT005,Speeding,Car,2
V00405,2025-10-08 05:58:39.646293,"51.5074,-0.1278",Unknown,Car,4
V00406,2025-08-04 07:51:39.646293,"40.7128,-74.0060",Red Light,Motorcycle,4
V00407,2025-09-03 17:35:39.646293,"51.5074,-0.1278",Unknown,Bus,3
V00408,2025-08-25 11:03:39.646293,"34.0522,-118.2437",Red Light,Bus,3
V00409,malformed,"48.8566,2.3522",Red Light,Motorcycle,5
V00410,2025-08-05 06:09:39.646293,INT004,Unknown,Bus,5
V00411,2025-10-23 18:21:39.646293,INT005,Speeding,Bus,2
V00412,2025-10-26 18:55:39.646293,"51.5074,-0.1278",Unknown,Truck,4
V00413,2025-09-03 13:03:39.646293,INT004,Illegal Parking,Bus,2
V00414,2025-08-08 20:29:39.646293,"51.5074,-0.1278",Illegal Turn,Car,2
V00415,2025-09-07 06:15:39.646293,INT003,Red Light,Truck,5
V00416,2025-10-13 00:17:39.646293,INT003,Speeding,Truck,4
V00417,2025-10-15 22:34:39.646293,INT005,Illegal Parking,Truck,5
V00418,2025-09-28 07:45:39.646293,"48.8566,2.3522",Illegal Turn,Bus,1
V00419,2025-10-23 00:16:39.646293,"51.5074,-0.1278",Unknown,Truck,2
V00420,2025-09-11 22:18:39.646293,INT003,Speeding,Bus,3
V00421,2025-09-05 06:56:39.646293,"51.5074,-0.1278",Illegal Parking,Motorcycle,4
V00422,2025-10-25 17:49:39.646293,INT001,Speeding,Car,1
V00423,2025-09-10 23:21:39.646293,"48.8566,2.3522",Illegal Turn,Motorcycle,5
V00424,2025-09-04 18:30:39.646293,INT001,Speeding,,2
V00425,2025-08-19 19:13:39.646293,"51.5074,-0.1278",Illegal Turn,Car,1
V00426,2025-09-22 03:37:39.646293,"34.0522,-118.2437",Illegal Turn,Bus,2
V00427,2025-10-23 21:27:39.646293,"34.0522,-118.2437",Illegal Parking,Car,4
V00428,2025-10-11 22:59:39.646293,INT003,Illegal Parking,Truck,5
V00429,malformed,INT001,Illegal Turn,,4
V00430,2025-08-18 16:20:39.646293,"40.7128,-74.0060",Red Light,Motorcycle,5
V00431,2025-10-22 05:21:39.646293,"51.5074,-0.1278",Speeding,Bus,2
V00432,2025-10-03 15:39:39.646293,INT005,Illegal Parking,Car,3
V00433,2025-09-10 00:54:39.646293,"34.0522,-118.2437",Speeding,Truck,3
V00434,2025-09-12 12:02:39.646293,"48.8566,2.3522",Red Light,Motorcycle,3
V00435,2025-07-28 18:38:39.646293,"34.0522,-118.2437",Illegal Parking,Bus,3
V00436,2025-07-31 18:19:39.646293,INT003,Speeding,Car,1
V00437,2025-10-15 08:22:39.646293,INT003,Speeding,Car,3
V00438,2025-08-20 11:49:39.646293,"34.0522,-118.2437",Unknown,Car,1
V00439,2025-10-22 16:17:39.646293,INT003,Illegal Turn,Motorcycle,5
V00440,2025-08-16 13:26:39.646293,"40.7128,-74.0060",Unknown,Car,2
V00441,2025-10-19 21:59:39.646293,"34.0522,-118.2437",Speeding,Car,1
V00442,2025-08-20 03:27:39.646293,INT004,Red Light,Truck,2
V00443,2025-10-10 01:02:39.646293,INT001,Red Light,,2
V00444,malformed,"40.7128,-74.0060",Illegal Turn,Motorcycle,1
V00445,2025-10-01 04:56:39.646293,"34.0522,-118.2437",Speeding,Bus,4
V00446,2025-09-28 17:43:39.646293,INT001,Illegal Parking,,1
V00447,2025-09-20 00:13:39.646293,INT004,Illegal Parking,Truck,3
V00448,2025-09-09 10:33:39.646293,"51.5074,-0.1278",Speeding,Truck,2
V00449,2025-09-05 06:53:39.646293,"51.5074,-0.1278",Unknown,Car,3
V00450,2025-09-18 08:25:39.646293,"34.0522,-118.2437",Illegal Parking,Truck,1
V00451,malformed,INT003,Red Light,Car,2
V00452,2025-10-09 00:14:39.646293,INT005,Illegal Parking,Car,3
V00453,2025-08-29 14:18:39.646293,"48.8566,2.3522",Illegal Turn,Truck,3
V00454,2025-09-25 15:27:39.646293,INT003,Red Light,Motorcycle,1
V00455,2025-09-20 12:44:39.646293,INT005,Red Light,Motorcycle,5
V00456,2025-08-04 01:08:39.646293,INT002,Unknown,Bus,3
V00457,2025-10-20 13:16:39.646293,"40.7128,-74.0060",Illegal Turn,Car,5
V00458,2025-07-31 12:46:39.646293,"51.5074,-0.1278",Unknown,Motorcycle,4
V00459,2025-08-08 18:49:39.646293,INT004,Speeding,,3
V00460,2025-08-20 04:58:39.646293,INT001,Unknown,,2
V00461,2025-08-22 20:18:39.646293,"40.7128,-74.0060",Speeding,Car,1
V00462,2025-07-29 00:03:39.646293,"51.5074,-0.1278",Red Light,Truck,2
V00463,2025-10-02 07:06:39.646293,"51.5074,-0.1278",Illegal Parking,Bus,3
V00464,2025-08-21 13:18:39.646293,INT001,Unknown,Truck,5
V00465,2025-10-05 06:45:39.646293,INT004,Speeding,Motorcycle,2
V00466,2025-10-18 16:24:39.646293,INT004,Speeding,,1
V00467,2025-10-05 21:18:39.646293,INT002,Illegal Turn,Car,3
V00468,2025-10-24 12:20:39.646293,"40.7128,-74.0060",Illegal Parking,Motorcycle,1
V00469,2025-10-04 16:18:39.646293,INT001,Red Light,Car,2
V00470,2025-09-05 16:18:39.646293,INT002,Red Light,Motorcycle,4
V00471,2025-09-06 20:32:39.646293,"40.7128,-74.0060",Red Light,Car,4
V00472,2025-09-25 20:02:39.646293,"34.0522,-118.2437",Unknown,Bus,3
V00473,2025-09-22 18:55:39.646293,INT002,Red Light,Motorcycle,3
V00474,2025-09-24 05:33:39.646293,INT002,Illegal Parking,Car,3
V00475,2025-08-09 14:41:39.646293,"51.5074,-0.1278",Red Light,Truck,1
V00476,2025-08-25 12:05:39.646293,INT001,Speeding,Motorcycle,3
V00477,2025-09-04 00:55:39.646293,INT005,Speeding,Car,4
V00478,2025-08-30 03:35:39.646293,INT005,Red Light,Motorcycle,5
V00479,2025-09-03 19:25:39.646293,"34.0522,-118.2437",Illegal Parking,Motorcycle,3
V00480,2025-09-02 06:55:39.646293,"40.7128,-74.0060",Speeding,Motorcycle,2
V00481,2025-08-21 09:57:39.646293,INT005,Illegal Parking,,1
V00482,2025-08-11 15:49:39.646293,INT005,Illegal Parking,,5
V00483,2025-08-26 21:31:39.646293,"48.8566,2.3522",Illegal Parking,Bus,5
V00484,2025-10-15 10:43:39.646293,INT003,Speeding,Truck,4
V00485,2025-08-29 04:06:39.646293,"51.5074,-0.1278",Red Light,Bus,1
V00486,2025-09-18 04:00:39.646293,INT002,Illegal Parking,Car,3
V00487,2025-10-26 18:12:39.646293,"40.7128,-74.0060",Unknown,Motorcycle,1
V00488,2025-08-17 03:49:39.646293,"40.7128,-74.0060",Illegal Parking,,2
V00489,2025-08-12 08:19:39.646293,INT003,Speeding,,2
V00490,2025-08-26 05:15:39.646293,INT002,Illegal Turn,Truck,2
V00491,2025-10-05 20:16:39.646293,INT004,Speeding,Truck,4
V00492,2025-10-13 17:57:39.646293,INT003,Illegal Parking,Bus,3
V00493,2025-08-23 07:20:39.646293,INT001,Speeding,Car,3
V00494,2025-10-08 05:18:39.646293,INT001,Red Light,,4
V00495,malformed,INT003,Red Light,,2
V00496,2025-08-09 06:17:39.646293,INT004,Illegal Turn,Motorcycle,2
V00497,2025-07-31 06:48:39.646293,INT002,Illegal Parking,Motorcycle,2
V00498,2025-10-04 18:48:39.646293,INT001,Speeding,Bus,5
V00499,2025-10-21 03:30:39.646293,INT003,Speeding,Car,2
V00500,2025-10-03 01:41:39.646293,INT004,Illegal Parking,Bus,3
V00501,2025-09-14 15:01:39.646293,INT003,Illegal Parking,Car,2
V00502,2025-08-19 10:12:39.646293,"51.5074,-0.1278",Illegal Turn,Truck,2
V00503,2025-10-16 15:05:39.646293,"34.0522,-118.2437",Speeding,Bus,2
V00504,2025-09-24 08:46:39.646293,INT004,Speeding,Bus,1
V00505,2025-08-28 13:00:39.646293,INT001,Illegal Turn,Truck,2
V00506,2025-10-04 05:09:39.646293,INT004,Illegal Turn,Bus,4
V00507,2025-10-09 23:58:39.646293,"40.7128,-74.0060",Speeding,Motorcycle,4
V00508,2025-08-30 13:30:39.646293,"51.5074,-0.1278",Red Light,Bus,3
V00509,2025-07-30 07:09:39.646293,"40.7128,-74.0060",Illegal Parking,Car,2
V00510,2025-08-23 04:22:39.646293,"40.7128,-74.0060",Red Light,,3
V00511,2025-09-23 21:19:39.646293,INT002,Illegal Turn,Truck,3
V00512,2025-08-07 20:49:39.646293,INT003,Red Light,Bus,4
V00513,2025-09-10 11:22:39.646293,INT003,Illegal Turn,Car,5
V00514,2025-08-27 11:13:39.646293,"40.7128,-74.0060",Red Light,Car,2
V00515,2025-09-27 05:16:39.646293,INT001,Unknown,,4
V00516,2025-09-28 18:57:39.646293,"40.7128,-74.0060",Speeding,Truck,4
V00517,malformed,INT002,Red Light,,2
V00518,2025-09-19 07:36:39.646293,"51.5074,-0.1278",Speeding,Bus,5
V00519,2025-10-02 14:36:39.646293,INT003,Red Light,Truck,2
V00520,2025-08-19 07:49:39.646293,INT003,Illegal Parking,Car,2
V00521,2025-09-19 12:45:39.646293,"34.0522,-118.2437",Unknown,Bus,5
V00522,2025-09-30 18:05:39.646293,INT005,Illegal Turn,Truck,5
V00523,2025-08-10 19:07:39.646293,INT001,Red Light,Bus,3
V00524,2025-10-18 04:30:39.646293,"48.8566,2.3522",Red Light,Car,5
V00525,2025-08-16 00:46:39.646293,INT003,Illegal Parking,Motorcycle,1
V00526,2025-08-12 15:04:39.646293,INT001,Red Light,Car,2
V00527,2025-10-22 11:33:39.646293,INT005,Illegal Parking,,5
V00528,2025-08-17 20:42:39.646293,INT001,Speeding,,2
V00529,2025-09-25 22:34:39.646293,INT001,Red Light,Truck,4
V00530,malformed,"34.0522,-118.2437",Red Light,,1
V00531,malformed,INT005,Speeding,Car,2
V00532,2025-09-29 06:17:39.646293,INT004,Red Light,Motorcycle,5
V00533,2025-10-14 21:22:39.646293,"40.7128,-74.0060",Illegal Parking,Bus,1
V00534,2025-10-16 15:13:39.646293,INT002,Speeding,Bus,4
V00535,2025-08-10 15:23:39.646293,"51.5074,-0.1278",Red Light,,1
V00536,2025-08-11 20:11:39.646293,INT002,Speeding,Truck,4
V00537,2025-10-21 11:14:39.646293,INT004,Speeding,Motorcycle,4
V00538,2025-08-21 11:18:39.646293,INT005,Red Light,,5
V00539,2025-09-15 12:37:39.646293,INT001,Red Light,Bus,2
V00540,2025-09-23 15:12:39.646293,"34.0522,-118.2437",Red Light,Motorcycle,5
V00541,2025-08-14 01:36:39.646293,INT003,Illegal Turn,Bus,3
V00542,2025-09-09 13:56:39.646293,"51.5074,-0.1278",Illegal Turn,,1
V00543,2025-10-16 13:35:39.646293,INT001,Unknown,Car,4
V00544,2025-09-14 04:18:39.646293,"51.5074,-0.1278",Illegal Parking,Bus,5
V00545,2025-07-30 05:15:39.646293,INT005,Illegal Turn,Truck,3
V00546,2025-10-07 02:08:39.646293,"40.7128,-74.0060",Speeding,Car,4
V00547,2025-10-13 10:04:39.646293,"34.0522,-118.2437",Speeding,Truck,3
V00548,2025-09-13 23:04:39.646293,INT003,Illegal Parking,Truck,4
V00549,2025-10-15 05:12:39.646293,INT003,Illegal Parking,Bus,5
V00550,2025-09-18 18:40:39.646293,"34.0522,-118.2437",Illegal Turn,Motorcycle,2
V00551,2025-08-27 08:15:39.646293,INT005,Red Light,Bus,3
V00552,2025-10-21 04:59:39.646293,INT003,Speeding,Bus,5
V00553,2025-09-06 20:37:39.646293,INT001,Unknown,Motorcycle,5
V00554,2025-10-11 07:35:39.646293,"48.8566,2.3522",Red Light,,3
V00555,2025-09-19 17:42:39.646293,INT002,Unknown,Truck,2
V00556,2025-08-02 00:53:39.646293,"40.7128,-74.0060",Illegal Turn,Bus,3
V00557,malformed,INT003,Illegal Parking,Bus,5
V00558,2025-08-19 17:05:39.646293,"51.5074,-0.1278",Speeding,Motorcycle,1
V00559,2025-09-20 15:56:39.646293,"40.7128,-74.0060",Illegal Turn,Motorcycle,2
V00560,2025-10-01 12:24:39.646293,INT002,Illegal Parking,Motorcycle,3
V00561,2025-08-03 13:43:39.646293,"51.5074,-0.1278",Unknown,Motorcycle,4
V00562,2025-09-28 10:31:39.646293,INT004,Red Light,Car,3
V00563,2025-10-07 00:14:39.646293,"40.7128,-74.0060",Red Light,Bus,4
V00564,2025-07-31 21:12:39.646293,INT001,Illegal Turn,Car,2
V00565,2025-08-30 07:19:39.646293,INT001,Unknown,Motorcycle,2
V00566,2025-10-03 14:21:39.646293,INT001,Red Light,Motorcycle,1
V00567,2025-10-12 19:07:39.646293,INT003,Speeding,,3
V00568,2025-10-24 12:39:39.646293,INT001,Illegal Turn,Car,4
V00569,2025-09-16 17:17:39.646293,"51.5074,-0.1278",Red Light,Motorcycle,4
V00570,2025-08-01 08:53:39.646293,"48.8566,2.3522",Speeding,Motorcycle,3
V00571,2025-08-12 05:43:39.646293,INT001,Red Light,Bus,3
V00572,2025-09-17 14:33:39.646293,INT004,Illegal Parking,Truck,3
V00573,2025-08-07 04:22:39.646293,INT003,Speeding,Car,3
V00574,2025-07-31 10:23:39.646293,INT002,Illegal Turn,Car,4
V00575,2025-08-14 15:46:39.646293,INT005,Illegal Parking,Truck,1
V00576,2025-08-10 10:53:39.646293,INT003,Red Light,Car,3
V00577,2025-10-05 16:19:39.646293,INT001,Illegal Turn,Car,3
V00578,2025-09-10 04:29:39.646293,"51.5074,-0.1278",Illegal Parking,Truck,5
V00579,malformed,INT005,Illegal Parking,Motorcycle,5
V00580,2025-08-29 04:09:39.658463,INT002,Illegal Parking,,2
V00581,2025-08-29 05:24:39.658463,"51.5074,-0.1278",Red Light,Bus,3
V00582,2025-09-03 04:52:39.658463,INT002,Speeding,Bus,4
V00583,2025-08-04 10:07:39.658463,INT003,Illegal Turn,,2
V00584,2025-09-15 17:36:39.658463,INT002,Illegal Turn,Car,3
V00585,2025-07-30 10:48:39.658463,INT002,Speeding,Truck,3
V00586,2025-08-05 16:39:39.658463,INT004,Speeding,Motorcycle,4
V00587,2025-08-28 01:00:39.658463,INT004,Illegal Turn,Truck,3
V00588,2025-09-27 17:41:39.658463,INT004,Illegal Parking,Bus,4
V00589,malformed,INT005,Red Light,Car,4
V00590,2025-09-17 22:43:39.658463,"51.5074,-0.1278",Unknown,Motorcycle,4
V00591,2025-10-23 23:41:39.658463,"40.7128,-74.0060",Illegal Parking,Truck,4
V00592,2025-08-11 16:15:39.658463,INT004,Illegal Parking,,3
V00593,2025-10-01 03:30:39.658463,INT004,Illegal Parking,Bus,2
V00594,2025-10-08 18:55:39.658463,INT003,Speeding,Motorcycle,3
V00595,2025-10-05 21:20:39.658463,"48.8566,2.3522",Speeding,Bus,4
V00596,2025-08-07 05:24:39.658463,INT002,Illegal Turn,Motorcycle,5
V00597,2025-10-02 09:12:39.658463,INT001,Red Light,Motorcycle,5
V00598,2025-08-07 11:09:39.658463,"34.0522,-118.2437",Red Light,,1
V00599,2025-10-25 04:38:39.658463,INT003,Speeding,Car,3
V00600,malformed,"34.0522,-118.2437",Illegal Turn,Car,4
V00601,2025-10-03 17:23:39.658463,INT003,Illegal Turn,Bus,2
V00602,2025-10-14 22:31:39.658463,INT003,Red Light,Bus,5
V00603,2025-10-07 03:40:39.658463,"51.5074,-0.1278",Illegal Parking,Car,4
V00604,2025-08-31 00:47:39.658463,"51.5074,-0.1278",Illegal Parking,Bus,2
V00605,2025-09-23 14:49:39.658463,"51.5074,-0.1278",Speeding,Motorcycle,4
V00606,2025-08-19 04:35:39.658463,INT001,Illegal Turn,Truck,2
V00607,2025-09-04 04:52:39.658463,INT004,Unknown,Motorcycle,4
V00608,2025-10-23 06:38:39.658463,INT003,Illegal Turn,,3
V00609,2025-08-09 14:32:39.658463,"48.8566,2.3522",Illegal Parking,Truck,3
V00610,2025-08-22 20:34:39.658463,INT001,Red Light,Motorcycle,1
V00611,2025-09-01 18:15:39.658463,"34.0522,-118.2437",Illegal Turn,,3
V00612,2025-08-09 19:42:39.658463,"48.8566,2.3522",Speeding,Car,3
V00613,2025-10-27 02:29:39.658463,INT002,Illegal Parking,,1
V00614,2025-09-19 08:09:39.658463,"48.8566,2.3522",Speeding,Motorcycle,3
V00615,2025-08-03 02:40:39.658463,INT002,Unknown,Truck,4
V00616,2025-10-15 05:32:39.658463,INT001,Illegal Turn,Car,4
V00617,2025-10-22 09:17:39.658463,INT003,Illegal Parking,Motorcycle,2
V00618,2025-08-25 21:44:39.658463,"40.7128,-74.0060",Speeding,,2
V00619,2025-09-24 14:11:39.658463,INT004,Speeding,Motorcycle,4
V00620,2025-09-03 10:38:39.658463,INT004,Illegal Turn,Motorcycle,4
V00621,2025-08-20 02:14:39.658463,INT002,Unknown,Truck,4
V00622,2025-10-14 12:29:39.658463,INT003,Illegal Parking,Motorcycle,2
V00623,2025-09-11 16:28:39.658463,"48.8566,2.3522",Unknown,Bus,4
V00624,2025-08-19 13:49:39.658463,"48.8566,2.3522",Red Light,Motorcycle,1
V00625,2025-10-26 18:49:39.658463,INT001,Illegal Turn,Truck,2
V00626,2025-08-24 04:39:39.658463,"48.8566,2.3522",Illegal Turn,Bus,3
V00627,2025-08-29 06:46:39.658463,INT001,Speeding,Truck,4
V00628,2025-10-02 04:42:39.658463,"34.0522,-118.2437",Unknown,Truck,4
V00629,2025-09-05 09:36:39.658463,"40.7128,-74.0060",Speeding,Car,5
V00630,2025-08-27 00:31:39.658463,"48.8566,2.3522",Unknown,Truck,5
V00631,2025-09-30 08:33:39.658463,INT004,Unknown,,1
V00632,2025-10-15 08:00:39.658463,"48.8566,2.3522",Speeding,Motorcycle,4
V00633,2025-09-23 16:47:39.658463,"48.8566,2.3522",Red Light,,2
V00634,2025-09-25 07:59:39.658463,"40.7128,-74.0060",Illegal Turn,Car,2
V00635,2025-09-16 21:41:39.658463,INT002,Red Light,,5
V00636,2025-08-23 15:26:39.658463,"51.5074,-0.1278",Unknown,Bus,4
V00637,2025-10-05 17:32:39.658463,"51.5074,-0.1278",Speeding,,1
V00638,2025-09-16 15:27:39.658463,INT004,Speeding,Bus,2
V00639,2025-09-13 16:48:39.658463,"40.7128,-74.0060",Unknown,Motorcycle,1
V00640,2025-08-20 08:42:39.658463,INT005,Red Light,Truck,5
V00641,2025-10-25 03:08:39.658463,INT005,Illegal Parking,,5
V00642,2025-09-06 06:53:39.658463,INT003,Illegal Turn,Bus,4
V00643,2025-09-24 18:33:39.658463,INT004,Illegal Parking,Bus,5
V00644,malformed,INT004,Speeding,Bus,1
V00645,2025-09-13 09:21:39.658463,"34.0522,-118.2437",Speeding,Bus,2
V00646,2025-08-19 19:38:39.658463,INT005,Illegal Turn,Bus,1
V00647,2025-09-19 18:08:39.658463,INT002,Illegal Turn,Motorcycle,3
V00648,2025-08-28 11:35:39.658463,INT001,Unknown,Motorcycle,5
V00649,malformed,INT004,Red Light,Truck,5
V00650,2025-10-03 04:41:39.658463,"34.0522,-118.2437",Illegal Turn,Motorcycle,1
V00651,2025-09-20 17:32:39.658463,"34.0522,-118.2437",Illegal Parking,Bus,3
V00652,2025-08-24 00:04:39.658463,INT003,Unknown,Bus,2
V00653,2025-08-15 16:15:39.658463,INT004,Speeding,Motorcycle,1
V00654,2025-10-13 00:09:39.658463,INT005,Red Light,Motorcycle,1
V00655,2025-08-23 06:24:39.658463,"48.8566,2.3522",Red Light,Bus,4
V00656,malformed,INT005,Speeding,Truck,3
V00657,2025-08-23 12:34:39.658463,INT003,Illegal Turn,Bus,3
V00658,2025-09-18 03:58:39.658463,INT005,Red Light,Car,3
V00659,2025-09-01 16:17:39.658463,"51.5074,-0.1278",Red Light,Bus,3
V00660,2025-09-24 09:21:39.658463,"48.8566,2.3522",Illegal Turn,Car,2
V00661,2025-10-15 01:16:39.658463,"48.8566,2.3522",Red Light,Motorcycle,1
V00662,2025-08-13 01:46:39.658463,INT001,Illegal Parking,Truck,5
V00663,2025-10-25 16:08:39.658463,INT005,Unknown,,3
V00664,2025-10-21 05:08:39.658463,INT005,Unknown,Truck,1
V00665,2025-09-10 14:09:39.658463,INT003,Illegal Turn,,2
V00666,2025-10-06 16:34:39.658463,INT005,Illegal Parking,Car,5
V00667,2025-10-24 19:47:39.658463,INT005,Speeding,Truck,1
V00668,2025-09-16 19:55:39.658463,INT001,Illegal Parking,Bus,1
V00669,2025-10-25 07:47:39.658463,INT004,Illegal Turn,Motorcycle,1
V00670,2025-09-23 23:20:39.658463,INT004,Illegal Turn,Bus,3
V00671,2025-08-08 21:00:39.658463,INT002,Illegal Parking,Motorcycle,5
V00672,2025-08-30 19:18:39.658463,"48.8566,2.3522",Speeding,Truck,2
V00673,2025-09-05 14:19:39.658463,INT004,Illegal Turn,Motorcycle,5
V00674,2025-09-10 10:26:39.658463,INT003,Speeding,Truck,3
V00675,2025-10-04 07:28:39.658463,"48.8566,2.3522",Speeding,Bus,3
V00676,2025-08-06 12:01:39.658463,"40.7128,-74.0060",Illegal Parking,Car,5
V00677,2025-08-10 23:43:39.658463,INT005,Speeding,,4
V00678,2025-09-25 09:53:39.658463,"48.8566,2.3522",Illegal Turn,Truck,3
V00679,2025-09-21 12:03:39.658463,INT004,Speeding,Bus,2
V00680,2025-08-03 03:06:39.658463,INT003,Unknown,Car,4
V00681,2025-08-18 11:20:39.658463,"34.0522,-118.2437",Red Light,Motorcycle,1
V00682,2025-08-23 18:40:39.658463,INT002,Illegal Turn,Bus,2
V00683,2025-10-26 22:37:39.658463,INT005,Red Light,Car,5
V00684,2025-08-14 18:23:39.658463,INT004,Illegal Parking,,2
V00685,2025-10-20 02:05:39.658463,INT003,Speeding,Bus,2
V00686,2025-09-23 01:54:39.658463,INT002,Speeding,Truck,1
V00687,2025-09-01 21:54:39.658463,INT002,Illegal Turn,Car,1
V00688,2025-07-30 06:18:39.658463,INT005,Illegal Parking,Bus,3
V00689,2025-09-18 11:20:39.658463,INT005,Unknown,Motorcycle,3
V00690,2025-09-30 23:00:39.658463,INT002,Speeding,,1
V00691,2025-08-18 20:17:39.658463,"34.0522,-118.2437",Illegal Turn,Motorcycle,3
V00692,2025-09-14 02:06:39.658463,INT003,Illegal Turn,Motorcycle,4
V00693,2025-10-16 05:51:39.658463,INT004,Illegal Parking,Bus,5
V00694,2025-09-22 02:08:39.658463,INT004,Illegal Parking,Motorcycle,1
V00695,2025-10-11 13:44:39.658463,"48.8566,2.3522",Red Light,Truck,5
V00696,2025-08-29 17:16:39.658463,"48.8566,2.3522",Illegal Parking,Truck,1
V00697,2025-10-05 21:23:39.658463,INT003,Speeding,Motorcycle,2
V00698,2025-09-29 18:06:39.658463,"51.5074,-0.1278",Illegal Turn,Truck,2
V00699,2025-09-24 16:02:39.658463,"51.5074,-0.1278",Speeding,Truck,4
V00700,2025-10-26 10:33:39.658463,INT001,Speeding,Motorcycle,3
V00701,2025-10-20 06:11:39.658463,INT004,Speeding,,1
V00702,2025-10-25 04:30:39.658463,"40.7128,-74.0060",Illegal Parking,Motorcycle,2
V00703,2025-10-03 00:51:39.658463,"40.7128,-74.0060",Illegal Turn,Truck,5
V00704,2025-09-25 07:25:39.658463,INT001,Illegal Parking,,2
